weight,height,color,no_of_wheels,vehicle_type
2548,130,green,4,car
2601,120,green,4,car
2997,102,red,4,bike
1214,180,blue,4,bike
2533,175,red,4,bike
1007,113,red,4,bike
1144,158,green,2,bike
2734,177,green,2,bike
2043,198,red,2,bike
2434,134,blue,2,bike
1984,108,red,2,car
2928,151,red,4,car
1248,196,blue,2,car
2733,148,red,2,car
2134,171,green,2,bike
2771,159,red,4,bike
2397,145,green,4,car
2089,149,green,2,car
1478,112,red,4,bike
1891,177,red,2,car
1526,151,green,2,car
1336,165,red,2,car
2154,126,green,4,car
2293,118,green,2,bike
2395,199,green,2,bike
2618,124,red,2,bike
2714,116,red,2,car
2820,181,green,4,bike
2185,103,red,4,bike
1432,174,green,4,car
2251,193,green,2,car
2091,132,red,2,car
1064,200,red,4,bike
1435,115,red,2,car
2532,137,green,4,bike
2267,141,red,2,bike
2988,189,blue,2,bike
1806,119,green,2,bike
2509,199,blue,2,car
1515,137,green,4,car
2597,143,blue,4,bike
2937,128,blue,2,bike
1450,133,red,2,car
1127,155,red,2,car
1393,196,blue,2,car
2072,134,red,2,bike
1697,167,green,4,car
1887,171,red,4,bike
2427,130,red,4,bike
2856,157,red,2,car
1347,183,green,2,bike
2616,103,red,2,bike
1252,114,red,4,bike
2565,165,red,4,bike
2276,161,blue,4,bike
1273,160,blue,4,bike
1906,190,red,2,car
2902,114,blue,2,bike
1721,149,blue,4,car
1842,187,blue,4,bike
2629,159,blue,2,bike
1582,194,blue,2,car
1181,178,blue,2,bike
1259,176,red,4,car
2167,185,red,2,car
1934,188,red,2,bike
2234,119,green,4,bike
1350,150,green,2,bike
2430,181,blue,4,bike
1188,133,green,2,car
1734,151,red,4,bike
2409,188,blue,2,car
2346,101,blue,2,bike
2568,139,red,4,bike
1928,145,blue,2,bike
1921,157,red,4,bike
1782,171,green,4,car
1483,101,green,4,bike
2741,197,green,4,car
1112,173,green,2,bike
2585,105,red,4,bike
2494,105,red,2,bike
1775,177,red,2,car
1782,147,red,4,bike
1134,160,blue,4,car
1131,115,blue,2,car
2384,179,green,2,bike
2900,129,blue,2,bike
2646,117,red,4,bike
1213,124,red,2,car
1925,138,blue,4,car
1440,197,red,4,bike
1664,115,blue,4,bike
1524,172,red,4,bike
2901,190,green,2,bike
2584,170,green,2,car
1532,161,green,4,bike
1548,132,blue,2,car
1701,146,red,2,car
2367,119,blue,4,car
2974,130,red,2,bike
2372,159,red,4,bike
1285,145,red,2,bike
2323,168,red,2,car
1725,124,blue,4,bike
1522,122,red,4,bike
1508,148,green,4,car
2320,179,red,4,bike
1385,115,green,2,bike
1168,110,blue,4,car
1082,129,red,2,bike
2232,118,green,2,bike
1231,187,green,4,bike
2588,185,blue,4,bike
1875,124,blue,2,bike
1286,165,red,4,car
2615,116,blue,2,bike
1270,157,red,4,bike
2371,146,red,4,car
2583,158,red,4,car
1834,130,blue,2,car
2511,196,blue,4,car
1320,186,green,2,car
2717,150,blue,2,car
2099,129,red,4,bike
2264,103,red,2,car
1669,130,green,4,bike
2149,196,green,4,car
2016,181,green,2,bike
1793,107,green,4,car
2821,193,red,2,bike
2458,183,green,2,car
1327,156,green,4,car
2438,162,blue,2,bike
1763,194,green,4,bike
1712,184,red,2,car
1224,190,blue,2,bike
2822,100,red,2,bike
2853,106,red,2,car
2055,111,green,2,car
2250,121,blue,2,bike
1833,143,red,2,car
1715,118,blue,2,bike
1191,130,green,4,car
1112,119,red,4,car
1359,162,green,4,car
1108,185,red,4,bike
2768,100,blue,2,bike
1676,179,blue,4,car
1556,180,green,2,car
1438,160,red,4,bike
1368,103,blue,2,bike
1597,149,red,4,car
1229,191,green,4,bike
2310,188,blue,2,bike
1095,155,red,2,bike
1454,195,blue,4,car
1615,195,green,4,car
1752,148,green,4,car
2370,152,red,2,car
2204,182,blue,2,car
1158,128,blue,2,car
2863,161,green,2,car
2137,136,blue,4,car
2985,153,red,4,car
1040,110,red,4,car
2713,190,blue,4,car
2987,156,red,2,car
1671,151,green,4,car
2014,136,green,4,bike
1865,164,blue,2,bike
2930,109,red,4,bike
1267,177,red,4,bike
1325,144,blue,4,bike
2212,193,blue,4,bike
1368,197,green,4,car
1111,130,green,2,car
2038,181,green,2,car
2626,108,red,2,car
2713,121,green,4,bike
2148,165,red,2,car
1243,128,red,4,bike
2201,141,blue,4,car
1294,191,green,4,car
1581,155,blue,2,bike
1142,125,green,2,car
2999,130,red,4,bike
1133,105,green,4,car
2794,166,green,2,car
2456,158,blue,4,bike
1055,135,blue,4,car
1865,102,green,4,car
1671,136,green,4,bike
2850,105,green,4,car
2989,193,red,4,bike
2248,178,red,4,bike
1106,196,green,4,bike
2045,175,blue,2,car
2302,170,blue,4,bike
1662,142,green,4,car
2465,186,blue,2,car
2204,164,blue,4,bike
1570,200,green,4,bike
2309,197,red,2,car
1231,121,green,2,car
2020,140,blue,2,bike
2333,179,red,2,bike
1347,188,green,2,car
2091,177,green,4,car
1168,148,green,2,bike
2320,109,blue,2,car
2052,182,green,4,car
1575,104,green,4,car
2184,143,red,2,bike
1709,173,blue,4,car
2425,187,red,4,bike
1704,184,red,2,bike
1792,171,red,4,car
1630,141,green,2,bike
2503,190,red,2,bike
1580,107,green,2,bike
1971,131,red,4,car
2402,166,red,4,car
1961,189,green,4,car
1772,112,green,4,bike
2245,111,red,4,car
1650,174,green,2,bike
2699,132,blue,2,bike
1731,187,blue,2,car
1078,108,blue,2,bike
2526,126,blue,2,car
2150,131,blue,4,car
2814,165,red,2,bike
2974,102,red,4,bike
1523,191,green,2,bike
1765,180,red,2,bike
1569,115,red,4,bike
1022,101,blue,4,bike
1709,179,red,4,car
1519,118,red,4,bike
1350,104,blue,4,car
1111,160,blue,2,car
1037,132,green,2,car
2178,192,red,2,bike
1094,131,green,2,car
1923,105,blue,2,bike
1889,165,green,4,bike
2493,101,green,4,car
2906,177,blue,2,car
2048,115,green,2,car
1295,111,red,4,bike
1420,125,green,2,bike
1322,179,green,4,bike
1006,100,blue,2,car
2039,131,blue,4,car
1813,115,green,4,bike
2631,190,green,2,bike
1437,104,green,2,car
1910,114,red,2,car
2685,121,green,4,bike
1388,130,red,4,bike
1493,157,red,4,car
2940,146,red,4,car
1345,151,red,4,car
1934,105,red,4,car
1201,131,blue,4,bike
2417,116,blue,4,car
1928,169,blue,4,car
1965,137,blue,4,bike
2797,167,blue,4,bike
1522,148,red,4,car
1947,193,red,4,bike
1931,140,red,4,car
1835,111,red,2,bike
1568,145,red,4,car
1273,166,blue,2,car
1695,159,red,2,bike
1759,197,red,2,bike
2811,174,red,2,car
2851,175,green,2,bike
2303,187,red,2,bike
2487,136,blue,4,bike
1135,138,blue,4,car
1925,139,red,4,bike
2801,162,red,2,car
2881,132,blue,4,car
2395,189,blue,4,car
2439,181,blue,4,bike
2028,147,red,4,bike
1543,134,blue,2,car
1646,133,blue,4,car
1980,158,red,2,car
2298,144,green,4,car
2248,154,green,2,car
2247,193,green,4,car
1417,162,blue,4,car
1096,176,blue,4,bike
2114,193,red,2,car
2692,172,blue,4,bike
1801,200,red,4,bike
2974,154,blue,2,bike
2668,130,red,2,bike
1480,180,blue,4,car
2456,110,red,2,bike
1771,128,blue,4,bike
1135,156,blue,4,car
1477,103,red,4,car
1129,118,green,2,bike
2203,145,green,4,bike
2310,118,red,4,bike
2140,133,green,2,bike
2550,200,red,4,bike
2601,103,red,2,bike
1028,162,blue,4,bike
2900,191,blue,4,bike
1957,152,blue,4,bike
2718,197,blue,4,bike
1438,118,red,2,bike
1208,127,blue,2,car
1508,103,blue,4,bike
1131,160,green,4,car
1235,151,blue,4,car
1263,125,blue,4,bike
2170,171,blue,4,car
2007,166,blue,4,bike
1419,126,red,4,bike
2167,168,red,4,bike
1289,139,blue,4,car
1019,109,green,2,car
2986,120,blue,2,car
1535,171,red,4,bike
2438,109,red,2,bike
2010,141,blue,4,car
1491,180,green,2,bike
1986,162,green,2,car
1201,118,green,4,car
2838,117,blue,4,bike
1944,143,red,4,bike
1595,166,red,2,car
1817,131,blue,4,bike
2793,184,red,4,bike
2432,193,green,2,bike
2278,103,red,4,car
1502,116,blue,2,bike
2580,168,red,2,car
1093,116,green,2,car
1153,168,green,4,car
1937,167,green,4,bike
2482,198,green,2,car
1339,188,green,2,bike
2689,179,blue,4,bike
2176,147,red,2,car
2814,137,red,4,car
1061,157,blue,2,car
2376,176,green,2,car
1140,113,green,4,bike
1269,191,green,2,bike
1456,192,red,4,car
2861,128,blue,4,car
1072,117,red,4,bike
2333,100,green,4,bike
2752,144,red,4,bike
2082,124,blue,2,bike
2907,125,blue,2,bike
1270,115,green,4,car
1939,102,green,2,car
2905,169,blue,4,car
1506,161,red,2,car
1711,151,red,2,car
2663,188,blue,4,bike
2775,157,green,2,bike
2275,107,red,2,bike
2514,148,blue,2,car
2611,143,green,2,car
1195,125,red,2,car
1216,190,green,2,car
1855,159,blue,2,bike
2450,114,blue,4,bike
2482,190,red,4,bike
1707,148,green,4,car
2874,194,red,4,car
1583,149,green,2,car
1626,116,red,2,car
2266,174,green,4,car
2356,147,green,4,car
2241,174,green,2,bike
2777,143,red,4,bike
1332,115,blue,2,car
1332,159,red,2,bike
1059,116,green,4,car
2209,145,blue,4,car
1718,129,red,2,car
2566,153,red,2,car
1653,130,blue,4,bike
1134,113,blue,4,bike
2766,111,blue,2,car
1280,121,green,2,car
2641,163,red,4,bike
2171,146,green,4,car
2276,150,blue,2,bike
2838,178,blue,4,bike
2400,127,blue,2,bike
2750,141,red,2,bike
1728,126,blue,2,bike
2654,125,red,4,car
2836,172,red,4,car
1566,165,green,2,bike
1761,119,green,2,car
1291,173,blue,2,car
2273,170,red,4,bike
1551,175,red,4,car
1969,134,green,4,bike
2762,184,green,2,bike
1274,108,green,4,bike
2923,158,green,4,bike
2024,145,green,2,bike
1371,132,blue,4,bike
1208,139,blue,4,car
2754,162,red,2,car
2825,125,blue,2,bike
2379,197,green,4,bike
1641,162,red,4,bike
1184,195,blue,2,car
1507,123,blue,4,car
1544,167,blue,4,bike
2545,151,green,2,bike
1510,101,blue,2,car
1327,108,blue,2,car
1832,185,green,4,car
2291,149,red,2,bike
2771,194,red,2,bike
1186,107,red,2,bike
1442,104,blue,2,bike
2901,145,red,2,bike
2357,191,green,4,bike
1898,100,blue,2,bike
2773,170,red,2,bike
1665,149,blue,2,car
1704,169,green,4,car
1018,157,red,2,car
1141,175,blue,4,bike
1856,179,green,2,bike
2778,159,red,2,bike
2865,157,green,2,car
2940,116,blue,4,car
1234,154,red,2,car
2201,200,red,2,car
1058,144,blue,2,car
1585,109,blue,2,car
2305,171,red,2,bike
2012,177,green,2,car
2973,142,red,4,car
2135,182,blue,2,car
1332,119,red,2,car
1933,163,blue,4,car
1462,148,red,2,car
1876,170,red,2,car
2326,172,red,4,car
2013,149,red,2,bike
2424,162,red,4,car
2201,166,blue,2,car
1589,168,blue,4,car
2515,134,red,4,bike
1229,170,red,2,car
2085,103,red,4,car
2138,133,blue,4,bike
2087,110,blue,2,car
1256,107,green,2,bike
1634,186,blue,2,bike
2542,111,blue,4,car
2204,105,blue,2,car
2169,151,red,4,car
2302,118,red,2,bike
1196,147,green,4,car
2125,192,red,2,car
2354,143,red,2,car
1244,167,blue,4,bike
2276,108,red,4,car
1490,154,green,4,car
2169,154,green,4,bike
1557,183,red,2,car
2966,140,blue,2,car
1704,195,red,4,bike
2354,114,red,4,car
2835,189,green,2,bike
1722,148,green,2,bike
2804,194,red,4,car
1196,164,blue,2,car
2429,141,green,2,car
1632,166,green,2,car
1235,131,blue,4,car
1472,148,green,4,car
2197,146,green,4,bike
2210,117,green,2,bike
2629,161,red,4,car
2941,177,blue,4,bike
1908,141,red,2,car
2933,200,green,4,car
1506,112,red,4,car
1675,192,green,4,car
1815,168,blue,2,bike
1484,119,red,2,car
1608,160,green,2,car
1602,199,green,4,bike
2604,163,blue,2,bike
2954,153,blue,4,bike
1050,164,red,2,bike
1674,120,blue,2,bike
2281,155,red,2,bike
2302,166,green,4,bike
1988,194,blue,2,bike
2755,135,green,2,car
1626,178,green,2,car
1785,162,blue,4,bike
2138,186,red,2,bike
1223,185,blue,2,car
2763,160,blue,4,car
1597,163,green,4,car
2985,116,green,2,car
1969,189,blue,2,car
2831,135,blue,4,bike
1025,162,blue,4,car
2901,150,green,2,bike
1738,143,green,4,bike
1261,187,red,4,bike
1844,149,red,2,bike
1264,110,green,4,car
1390,163,red,2,car
1060,119,green,4,car
1441,165,blue,2,car
1541,182,blue,4,car
2915,193,red,2,car
1346,102,blue,4,car
1168,140,blue,2,bike
1083,130,red,2,car
2024,106,blue,2,bike
1728,161,blue,2,bike
2634,177,green,2,car
1112,181,blue,4,bike
1705,125,red,4,bike
2122,188,red,4,car
2885,129,red,2,car
1832,109,blue,4,car
2244,115,green,4,car
1747,180,blue,4,bike
1496,176,green,2,car
1462,111,blue,4,bike
1582,145,blue,2,car
1985,112,blue,4,car
1505,162,blue,2,bike
2801,146,blue,2,car
2909,103,red,4,bike
1914,115,green,2,bike
2100,169,blue,4,car
2271,195,blue,2,car
1942,153,red,4,bike
1460,102,red,4,car
2256,163,blue,2,car
2487,122,blue,4,car
2575,178,blue,2,bike
1906,190,blue,4,bike
2395,118,green,4,car
2723,197,red,2,bike
2030,116,green,4,car
1519,172,green,2,car
1817,175,green,2,car
1588,117,green,2,car
2791,107,red,2,bike
2069,166,red,4,bike
1029,173,red,2,car
2073,108,green,2,bike
1961,127,green,2,bike
2308,153,red,4,car
1800,144,blue,2,car
1833,109,green,4,car
1391,100,green,4,car
1848,100,blue,2,car
2741,174,green,4,bike
2237,156,green,4,car
1235,194,red,2,bike
2392,160,green,2,car
1985,138,blue,4,bike
2251,143,blue,2,bike
2396,101,green,2,car
2064,103,red,4,bike
1697,191,green,4,bike
2146,187,green,4,car
1439,139,blue,2,bike
1885,145,red,2,bike
1239,169,red,4,bike
1964,136,green,4,car
2533,191,green,2,car
1209,142,red,4,car
2359,186,red,2,car
2639,145,green,2,car
1978,197,blue,4,bike
2638,123,green,2,bike
1870,138,green,4,bike
2553,193,blue,2,car
1732,179,blue,4,bike
1451,100,red,4,car
2507,188,green,4,car
1288,137,red,4,car
2172,134,green,2,car
1824,185,green,4,car
1595,103,red,4,bike
2009,138,red,4,bike
1431,161,red,2,bike
2844,123,red,4,car
1831,148,green,2,bike
2126,105,red,2,car
2107,176,red,2,bike
1364,102,red,4,bike
2665,179,green,2,bike
2614,132,red,2,car
2089,115,red,2,bike
1542,137,red,4,car
2642,111,blue,2,bike
1348,186,green,2,car
2403,197,blue,4,bike
2416,144,green,2,bike
1917,109,red,4,bike
2276,149,green,4,car
2124,191,blue,2,bike
2135,122,red,2,car
1488,109,red,4,car
2325,126,blue,2,car
2485,137,blue,4,car
1566,150,red,2,car
1286,120,green,4,car
1388,157,red,2,car
2818,156,red,2,bike
2182,198,blue,2,bike
2389,112,red,4,bike
1743,161,red,4,bike
1964,173,red,4,car
1718,199,blue,4,car
1009,143,green,4,bike
2285,147,green,4,bike
2042,133,blue,4,car
2473,146,green,2,bike
2106,172,red,2,car
2085,126,green,2,car
1714,156,green,4,car
2443,122,red,4,car
1848,101,blue,2,car
1243,195,green,2,car
1625,190,red,4,car
1834,184,green,2,car
1608,171,blue,2,car
2354,115,green,4,car
1653,168,red,2,bike
1961,119,green,4,car
1764,142,blue,4,car
2658,196,blue,4,car
1909,121,blue,2,bike
2693,193,green,4,car
1006,122,blue,4,bike
2533,144,red,4,bike
2479,164,green,4,bike
2053,191,green,4,car
1089,189,blue,2,bike
1516,182,red,2,car
2212,153,green,4,car
2877,161,blue,4,bike
1462,115,blue,4,bike
1045,190,red,4,car
1610,117,red,2,bike
2855,186,red,4,bike
2263,192,green,4,bike
1198,172,green,2,bike
1715,186,blue,2,bike
2893,100,blue,2,bike
1974,111,green,4,bike
2857,141,red,4,car
1963,126,blue,4,bike
2970,157,red,2,bike
1556,177,red,4,bike
1752,121,green,2,bike
2239,127,red,2,bike
1584,189,blue,2,car
2093,129,red,2,car
2104,107,blue,4,bike
2714,112,green,2,bike
1132,155,red,4,car
1567,179,blue,2,car
1134,194,red,4,bike
2787,105,blue,2,car
2671,174,blue,2,bike
1019,137,red,4,car
1486,139,red,4,bike
2699,138,red,4,car
1376,127,blue,4,car
1991,131,blue,2,bike
2444,100,green,4,car
1627,117,red,2,bike
2295,158,blue,2,car
2961,165,blue,4,bike
2908,139,red,4,bike
1295,159,red,2,bike
1446,144,green,2,bike
1751,107,blue,2,car
2997,103,blue,4,bike
2971,194,green,2,car
2462,186,blue,4,car
2620,197,blue,2,car
2221,107,red,4,car
2129,133,blue,2,bike
2986,154,blue,2,car
2408,197,blue,2,bike
2868,191,blue,2,bike
2922,123,green,4,car
1658,168,red,2,bike
2252,121,red,2,car
2824,128,red,4,car
2013,142,red,4,bike
1044,196,red,4,bike
2948,142,green,4,car
2199,111,red,4,car
1976,182,green,4,car
2445,152,red,4,bike
1815,198,red,2,car
2385,129,blue,4,car
1390,185,red,4,bike
2192,184,green,4,bike
2209,200,green,2,car
1403,177,blue,2,bike
1352,182,blue,4,car
2415,146,green,4,bike
2179,187,blue,2,car
2423,128,red,2,car
2435,197,blue,4,bike
1037,176,blue,2,car
1636,133,red,4,car
1214,154,blue,4,bike
2674,131,blue,4,bike
1592,138,green,4,bike
1429,131,blue,2,car
2073,171,green,2,car
1021,182,green,4,car
1970,135,blue,2,car
1187,184,red,4,car
2561,115,blue,4,bike
1102,182,blue,2,bike
2485,192,red,4,car
1716,181,blue,2,car
2507,175,green,2,bike
1962,104,blue,2,car
1687,136,blue,2,bike
2196,164,blue,2,bike
2348,169,blue,4,car
1765,200,red,2,bike
1518,180,red,4,bike
1913,196,green,2,bike
2784,123,blue,2,bike
2174,170,blue,2,car
1586,184,green,4,bike
2198,106,green,2,bike
2113,143,green,2,bike
2953,198,blue,4,bike
2248,180,green,2,bike
2111,118,blue,2,car
1949,175,red,4,bike
2614,114,blue,4,car
1409,159,blue,2,car
1607,151,green,4,car
2450,196,green,2,bike
1790,200,blue,2,bike
2619,183,red,2,bike
2536,132,red,4,bike
1822,125,blue,2,bike
2859,156,blue,2,car
2797,135,blue,4,bike
1245,103,green,4,car
2011,173,red,4,car
2586,143,red,4,bike
1791,168,blue,4,bike
1121,163,red,2,car
2677,113,blue,4,car
2391,132,red,2,bike
2272,132,blue,2,car
1085,184,green,4,bike
1564,175,green,4,bike
2836,171,blue,4,car
1559,122,red,4,bike
2266,124,green,2,bike
2421,137,blue,2,bike
2943,179,red,4,bike
2913,193,red,4,bike
1294,124,red,4,bike
1712,111,green,2,car
2395,129,red,2,bike
2370,143,green,4,bike
2649,158,green,4,car
2681,180,green,2,car
1523,108,green,2,bike
1951,153,green,2,car
2275,132,blue,2,bike
2255,116,green,4,bike
2753,145,green,2,bike
1366,152,blue,4,car
1254,109,red,2,bike
2912,124,blue,4,bike
2890,127,blue,4,bike
2230,130,green,2,car
2112,145,green,4,bike
2373,107,green,4,car
2234,136,blue,2,bike
1637,164,green,4,bike
2891,109,blue,4,bike
2939,106,green,4,car
1835,197,green,2,bike
2297,156,red,2,car
2973,103,green,4,car
1966,154,blue,2,bike
2992,122,blue,4,bike
2131,107,red,2,bike
1876,115,blue,2,car
2826,101,blue,2,bike
1050,161,green,2,bike
2744,132,blue,4,car
1609,186,blue,2,car
2503,181,green,4,car
1220,151,blue,2,bike
1769,131,red,4,bike
1965,144,green,4,bike
1845,144,blue,4,car
1906,106,green,2,bike
1578,138,blue,4,car
2089,199,green,4,car
2941,123,blue,2,bike
1631,157,red,4,car
1156,129,green,2,car
1555,199,red,4,bike
1359,194,red,2,car
1898,171,red,2,car
1307,120,red,4,car
2435,109,green,4,car
1803,153,green,4,bike
2951,113,red,4,car
2545,200,blue,4,car
2732,117,green,4,car
1943,145,green,2,car
2450,117,green,4,car
2499,138,red,4,car
2148,200,red,2,bike
2850,117,green,4,car
2280,102,green,4,bike
1861,131,blue,2,car
2740,198,blue,4,bike
1200,156,blue,2,bike
1182,109,blue,4,bike
2715,188,green,2,bike
2823,117,red,4,car
1633,106,green,2,car
1556,159,red,4,bike
1582,200,green,2,bike
2064,193,green,2,car
2487,163,blue,4,car
1675,120,red,4,car
2237,181,red,4,car
1665,109,blue,2,car
1888,175,red,2,car
1360,104,blue,2,bike
1356,191,green,4,car
1188,172,green,4,bike
2138,124,red,4,bike
2096,184,blue,2,car
2419,150,green,4,car
2144,134,blue,4,car
1792,154,blue,4,car
1267,152,green,2,bike
2016,126,blue,4,car
2294,182,green,2,bike
1729,136,green,2,bike
2935,187,blue,2,bike
1949,146,red,4,bike
2033,145,red,2,bike
1523,134,blue,4,bike
2773,177,green,4,car
1185,117,green,2,bike
1576,197,green,4,car
1369,122,green,2,bike
2670,189,blue,4,bike
1721,152,red,4,bike
1811,138,green,2,bike
2836,112,blue,2,bike
1852,106,red,2,car
1269,146,green,2,car
1704,173,green,4,bike
2908,105,red,4,car
2800,142,red,2,bike
2772,105,green,2,car
2612,182,green,2,car
1973,186,blue,4,car
2899,107,red,4,car
2945,173,red,4,car
1273,108,green,2,bike
2749,126,blue,2,car
2538,129,red,2,bike
2837,114,red,4,bike
2536,175,red,2,bike
1251,145,blue,4,bike
2904,143,red,2,car
2716,124,blue,2,car
1333,154,red,2,car
2852,133,red,2,car
1916,170,red,2,bike
2923,194,blue,2,car
2627,147,red,4,car
2517,128,red,4,car
1433,174,red,2,car
1594,124,blue,2,bike
2492,122,blue,4,car
2835,103,blue,4,car
1363,195,green,4,car
1185,115,green,4,car
1863,121,green,4,bike
2987,150,red,4,bike
1827,168,blue,4,bike
1154,167,red,2,bike
2688,141,blue,4,car
1296,147,blue,2,car
2538,144,blue,2,car
1785,127,green,4,car
1180,172,blue,2,car
2922,124,red,2,car
2260,120,red,4,car
2410,114,green,4,car
1023,152,blue,4,bike
1912,177,green,4,car
1232,179,blue,4,car
1318,192,blue,4,car
2238,105,green,4,bike
2780,138,red,2,bike
2252,118,blue,4,car
1231,132,red,4,car
2706,175,red,4,bike
1021,105,blue,2,bike
1052,130,red,2,car
2017,175,blue,2,bike
1587,112,blue,2,bike
1092,185,blue,4,car
1353,185,blue,4,bike
1682,117,green,2,car
2590,180,red,4,car
2648,150,blue,2,car
2287,186,green,4,car
1278,191,blue,4,bike
1611,188,red,4,car
1785,141,red,2,car
2586,154,blue,2,bike
2958,113,green,2,car
2299,118,blue,2,bike
1300,136,red,4,car
2463,150,blue,2,bike
1656,101,blue,2,bike
1957,116,green,4,bike
2288,152,green,4,car
1565,127,red,2,bike
1025,170,blue,4,car
1778,108,blue,4,car
1680,161,blue,2,car
2428,152,red,2,car
1423,112,red,2,car
2614,139,green,4,car
2274,197,green,2,bike
2146,197,blue,2,bike
1175,106,blue,2,car
2123,174,blue,2,bike
2910,130,red,4,car
2766,102,green,2,car
2085,123,green,4,bike
2800,101,green,4,car
2437,162,green,2,car
2789,121,red,2,car
1082,171,blue,4,car
1699,179,red,4,car
1020,172,blue,4,car
2829,193,red,2,car
1333,174,blue,4,bike
2849,124,blue,2,car
1971,136,red,2,bike
2085,108,red,2,bike
2556,138,green,4,car
2662,118,green,4,bike
2893,188,blue,4,car
1390,150,green,2,car
1831,148,blue,2,car
1279,164,blue,4,bike
2520,197,blue,2,car
1958,182,green,4,bike
1541,191,green,2,bike
1071,142,green,4,bike
1000,125,blue,4,car
1160,112,red,4,car
2447,168,blue,4,car
1870,115,red,2,car
2380,118,red,2,bike
2674,192,green,2,car
2331,186,green,4,car
2925,119,red,2,bike
1349,196,red,4,car
2568,177,red,2,car
2636,170,red,4,car
2947,188,green,4,bike
2803,156,green,4,bike
2493,101,red,2,car
2255,165,green,2,bike
2026,101,green,4,bike
1265,175,red,2,car
2023,195,green,4,car
1474,137,blue,4,car
2174,117,blue,4,bike
2324,182,red,4,car
